Gene ID	Transcript ID	StringTie ID	Chr	Location	Length	Classification	Exon number
BnaC02LNG0007700	BnaC02LNG0007700.1	MSTRG.55740.1	chrC02_random	976623-977569	946	u	1
BnaC02LNG0007800	BnaC02LNG0007800.1	MSTRG.55753.1	chrC02_random	1022062-1022311	249	u	1
BnaC02LNG0007900	BnaC02LNG0007900.1	MSTRG.55803.1	chrC02_random	1402381-1402837	456	u	1
BnaC02LNG0008000	BnaC02LNG0008000.1	MSTRG.55846.1	chrC02_random	1658944-1662200	3256	u	1
BnaC02LNG0008100	BnaC02LNG0008100.1	MSTRG.55870.1	chrC02_random	1795576-1796746	1170	u	1
BnaC02LNG0008200	BnaC02LNG0008200.1	MSTRG.55935.1	chrC02_random	2212701-2216546	3845	u	1
BnaC02LNG0008300	BnaC02LNG0008300.1	MSTRG.55986.1	chrC02_random	2544652-2545460	808	u	1
BnaC02LNG0008400	BnaC02LNG0008400.1	MSTRG.56017.1	chrC02_random	3028548-3029079	531	u	1
BnaC02LNG0008500	BnaC02LNG0008500.1	MSTRG.56018.1	chrC02_random	3040004-3041705	1701	u	1
BnaC02LNG0008600	BnaC02LNG0008600.1	MSTRG.56057.1	chrC02_random	3146269-3146684	415	u	1
BnaC02LNG0008700	BnaC02LNG0008700.1	MSTRG.56082.1	chrC02_random	3382348-3383017	669	u	1
BnaC02LNG0008800	BnaC02LNG0008800.1	MSTRG.56168.1	chrC02_random	4122057-4124154	2097	u	1
BnaC02LNG0008900	BnaC02LNG0008900.1	MSTRG.56204.1	chrC02_random	4483368-4483913	545	u	1
BnaC02LNG0009000	BnaC02LNG0009000.1	MSTRG.56238.1	chrC02_random	4736560-4739221	2661	u	1
BnaC02LNG0009100	BnaC02LNG0009100.1	MSTRG.56257.1	chrC02_random	4841334-4841942	608	u	1
BnaC02LNG0009200	BnaC02LNG0009200.1	MSTRG.56289.1	chrC02_random	4996474-4997110	636	u	1
BnaC03LNG0000100	BnaC03LNG0000100.1	MSTRG.56492.1	chrC03	1417299-1417807	508	u	1
BnaC03LNG0000200	BnaC03LNG0000200.1	MSTRG.56515.1	chrC03	1533718-1534236	518	u	1
BnaC03LNG0000300	BnaC03LNG0000300.1	MSTRG.56658.1	chrC03	1983152-1983808	656	u	1
BnaC03LNG0000400	BnaC03LNG0000400.1	MSTRG.56794.1	chrC03	2891330-2891991	661	u	1
BnaC03LNG0000500	BnaC03LNG0000500.1	MSTRG.56829.3	chrC03	3045331-3046157	826	o	2
BnaC03LNG0000600	BnaC03LNG0000600.1	MSTRG.57246.1	chrC03	5835862-5837188	1326	o	2
BnaC03LNG0000700	BnaC03LNG0000700.1	MSTRG.57359.1	chrC03	6487078-6488569	1491	o	2
BnaC03LNG0000800	BnaC03LNG0000800.1	MSTRG.57359.6	chrC03	6487268-6488569	1301	o	2
BnaC03LNG0000900	BnaC03LNG0000900.1	MSTRG.57359.7	chrC03	6487314-6488569	1255	o	2
BnaC03LNG0001000	BnaC03LNG0001000.1	MSTRG.57448.1	chrC03	6945187-6945782	595	u	1
BnaC03LNG0001100	BnaC03LNG0001100.1	MSTRG.57544.1	chrC03	7417728-7418330	602	u	1
BnaC03LNG0001200	BnaC03LNG0001200.1	MSTRG.57546.1	chrC03	7506390-7507034	644	u	1
BnaC03LNG0001300	BnaC03LNG0001300.1	MSTRG.57549.1	chrC03	7516431-7516789	358	u	1
BnaC03LNG0001400	BnaC03LNG0001400.1	MSTRG.57551.1	chrC03	7521656-7523403	1747	u	1
BnaC03LNG0001500	BnaC03LNG0001500.1	MSTRG.57583.1	chrC03	7689651-7690250	599	u	1
BnaC03LNG0001600	BnaC03LNG0001600.1	MSTRG.57616.1	chrC03	7935510-7936359	849	u	1
BnaC03LNG0001700	BnaC03LNG0001700.1	MSTRG.57640.1	chrC03	8054684-8055405	721	u	1
BnaC03LNG0001800	BnaC03LNG0001800.1	MSTRG.57789.1	chrC03	8918099-8918841	742	u	1
BnaC03LNG0001900	BnaC03LNG0001900.1	MSTRG.57862.2	chrC03	9239992-9241634	1642	o	2
BnaC03LNG0002000	BnaC03LNG0002000.1	MSTRG.57867.1	chrC03	9334945-9336461	1516	u	1
BnaC03LNG0002100	BnaC03LNG0002100.1	MSTRG.57886.1	chrC03	9476333-9477195	862	u	1
BnaC03LNG0002200	BnaC03LNG0002200.1	MSTRG.57905.1	chrC03	9651304-9651977	673	u	1
BnaC03LNG0002300	BnaC03LNG0002300.1	MSTRG.57932.1	chrC03	9946565-9948639	2074	u	1
BnaC03LNG0002400	BnaC03LNG0002400.1	MSTRG.58055.1	chrC03	10728200-10728900	700	u	1
BnaC03LNG0002500	BnaC03LNG0002500.1	MSTRG.58067.1	chrC03	10753173-10762425	9252	u	1
BnaC03LNG0002600	BnaC03LNG0002600.1	MSTRG.58080.1	chrC03	10873372-10874622	1250	u	1
BnaC03LNG0002700	BnaC03LNG0002700.1	MSTRG.58101.1	chrC03	10981083-10983331	2248	u	1
BnaC03LNG0002800	BnaC03LNG0002800.1	MSTRG.58123.1	chrC03	11075058-11077387	2329	o	2
BnaC03LNG0002900	BnaC03LNG0002900.1	MSTRG.58133.1	chrC03	11118516-11119474	958	u	1
BnaC03LNG0003000	BnaC03LNG0003000.1	MSTRG.58149.5	chrC03	11254886-11256247	1361	o	2
BnaC03LNG0003100	BnaC03LNG0003100.1	MSTRG.58182.3	chrC03	11490846-11491627	781	o	2
BnaC03LNG0003200	BnaC03LNG0003200.1	MSTRG.58190.1	chrC03	11631191-11631597	406	u	1
BnaC03LNG0003300	BnaC03LNG0003300.1	MSTRG.58222.1	chrC03	11885115-11886581	1466	u	1
BnaC03LNG0003400	BnaC03LNG0003400.1	MSTRG.58282.1	chrC03	12288039-12289227	1188	u	1
BnaC03LNG0003500	BnaC03LNG0003500.1	MSTRG.58283.1	chrC03	12291382-12293476	2094	u	1
BnaC03LNG0003600	BnaC03LNG0003600.1	MSTRG.58307.1	chrC03	12473631-12475550	1919	u	2
BnaC03LNG0003700	BnaC03LNG0003700.1	MSTRG.58319.1	chrC03	12554753-12555869	1116	o	2
BnaC03LNG0003800	BnaC03LNG0003800.1	MSTRG.58321.1	chrC03	12559581-12560559	978	u	1
BnaC03LNG0003900	BnaC03LNG0003900.1	MSTRG.58326.1	chrC03	12573552-12574762	1210	u	1
BnaC03LNG0004000	BnaC03LNG0004000.1	MSTRG.58331.1	chrC03	12590791-12591327	536	u	1
BnaC03LNG0004100	BnaC03LNG0004100.1	MSTRG.58347.1	chrC03	12696255-12696903	648	u	1
BnaC03LNG0004200	BnaC03LNG0004200.1	MSTRG.58381.2	chrC03	12893370-12904031	10661	o	3
BnaC03LNG0004300	BnaC03LNG0004300.1	MSTRG.58385.1	chrC03	12912810-12913170	360	u	1
BnaC03LNG0004400	BnaC03LNG0004400.1	MSTRG.58386.1	chrC03	12917759-12918042	283	u	1
BnaC03LNG0004500	BnaC03LNG0004500.1	MSTRG.58404.1	chrC03	13017810-13018430	620	u	1
BnaC03LNG0004600	BnaC03LNG0004600.1	MSTRG.58405.1	chrC03	13020097-13021880	1783	u	1
BnaC03LNG0004700	BnaC03LNG0004700.1	MSTRG.58460.1	chrC03	13258503-13260446	1943	o	2
BnaC03LNG0004800	BnaC03LNG0004800.1	MSTRG.58460.2	chrC03	13259084-13260446	1362	o	2
BnaC03LNG0004900	BnaC03LNG0004900.1	MSTRG.58430.1	chrC03	13368654-13371156	2502	u	1
BnaC03LNG0005000	BnaC03LNG0005000.1	MSTRG.58475.1	chrC03	13455123-13456334	1211	u	1
BnaC03LNG0005100	BnaC03LNG0005100.1	MSTRG.58481.1	chrC03	13491027-13491537	510	u	1
BnaC03LNG0005200	BnaC03LNG0005200.1	MSTRG.58567.1	chrC03	14059180-14060574	1394	u	1
BnaC03LNG0005300	BnaC03LNG0005300.1	MSTRG.58708.1	chrC03	14993531-14994416	885	u	1
BnaC03LNG0005400	BnaC03LNG0005400.1	MSTRG.58719.1	chrC03	15060675-15063198	2523	u	1
BnaC03LNG0005500	BnaC03LNG0005500.1	MSTRG.58813.1	chrC03	15744640-15745142	502	u	1
BnaC03LNG0005600	BnaC03LNG0005600.1	MSTRG.58903.1	chrC03	16397282-16398449	1167	u	1
BnaC03LNG0005700	BnaC03LNG0005700.1	MSTRG.58960.1	chrC03	16765861-16768420	2559	u	1
BnaC03LNG0005800	BnaC03LNG0005800.1	MSTRG.59011.1	chrC03	17002612-17003689	1077	u	1
BnaC03LNG0005900	BnaC03LNG0005900.1	MSTRG.59027.1	chrC03	17192220-17192940	720	u	1
BnaC03LNG0006000	BnaC03LNG0006000.1	MSTRG.59037.1	chrC03	17238540-17242427	3887	o	2
BnaC03LNG0006000	BnaC03LNG0006000.2	MSTRG.59037.2	chrC03	17238540-17242427	3887	o	2
BnaC03LNG0006100	BnaC03LNG0006100.1	MSTRG.59109.1	chrC03	17797104-17797919	815	u	1
BnaC03LNG0006200	BnaC03LNG0006200.1	MSTRG.59114.1	chrC03	17816127-17816729	602	u	1
BnaC03LNG0006300	BnaC03LNG0006300.1	MSTRG.59115.1	chrC03	17820384-17820871	487	u	1
BnaC03LNG0006400	BnaC03LNG0006400.1	MSTRG.59158.1	chrC03	18088161-18090251	2090	u	1
BnaC03LNG0006500	BnaC03LNG0006500.1	MSTRG.59187.1	chrC03	18334293-18334985	692	u	1
BnaC03LNG0006600	BnaC03LNG0006600.1	MSTRG.59264.1	chrC03	18978515-18978985	470	u	1
BnaC03LNG0006700	BnaC03LNG0006700.1	MSTRG.59291.1	chrC03	19166218-19166525	307	u	1
BnaC03LNG0006800	BnaC03LNG0006800.1	MSTRG.59379.1	chrC03	19816459-19816893	434	u	1
BnaC03LNG0006900	BnaC03LNG0006900.1	MSTRG.59781.1	chrC03	22288864-22289612	748	o	2
BnaC03LNG0007000	BnaC03LNG0007000.1	MSTRG.59877.1	chrC03	23151649-23152847	1198	u	1
BnaC03LNG0007100	BnaC03LNG0007100.1	MSTRG.59903.1	chrC03	23209578-23210936	1358	u	1
BnaC03LNG0007200	BnaC03LNG0007200.1	MSTRG.60022.1	chrC03	24177695-24177966	271	u	1
BnaC03LNG0007300	BnaC03LNG0007300.1	MSTRG.60040.1	chrC03	24360315-24360586	271	u	1
BnaC03LNG0007400	BnaC03LNG0007400.1	MSTRG.60093.1	chrC03	24865212-24865789	577	u	1
BnaC03LNG0007500	BnaC03LNG0007500.1	MSTRG.60136.1	chrC03	25223514-25223879	365	u	1
BnaC03LNG0007600	BnaC03LNG0007600.1	MSTRG.60160.1	chrC03	25351957-25352596	639	u	1
BnaC03LNG0007700	BnaC03LNG0007700.1	MSTRG.60263.1	chrC03	26273564-26274220	656	u	1
BnaC03LNG0007800	BnaC03LNG0007800.1	MSTRG.60454.1	chrC03	27622974-27624834	1860	u	1
BnaC03LNG0007900	BnaC03LNG0007900.1	MSTRG.60518.1	chrC03	28305164-28307633	2469	u	1
BnaC03LNG0008000	BnaC03LNG0008000.1	MSTRG.60553.1	chrC03	28769924-28773808	3884	u	1
BnaC03LNG0008100	BnaC03LNG0008100.1	MSTRG.60589.1	chrC03	29031029-29031796	767	u	1
BnaC03LNG0008200	BnaC03LNG0008200.1	MSTRG.60771.1	chrC03	30878388-30881550	3162	u	1
BnaC03LNG0008300	BnaC03LNG0008300.1	MSTRG.60779.1	chrC03	30927339-30928655	1316	u	1
BnaC03LNG0008400	BnaC03LNG0008400.1	MSTRG.60803.1	chrC03	31020086-31022657	2571	o	5
BnaC03LNG0008500	BnaC03LNG0008500.1	MSTRG.60849.1	chrC03	31606337-31606839	502	u	1
BnaC03LNG0008600	BnaC03LNG0008600.1	MSTRG.60905.1	chrC03	31961005-31962668	1663	u	1
BnaC03LNG0008700	BnaC03LNG0008700.1	MSTRG.60931.1	chrC03	32130620-32130890	270	u	1
BnaC03LNG0008800	BnaC03LNG0008800.1	MSTRG.60945.1	chrC03	32214833-32215924	1091	u	1
BnaC03LNG0008900	BnaC03LNG0008900.1	MSTRG.60967.1	chrC03	32392194-32394194	2000	u	1
BnaC03LNG0009000	BnaC03LNG0009000.1	MSTRG.60977.1	chrC03	32449007-32450134	1127	o	2
BnaC03LNG0009100	BnaC03LNG0009100.1	MSTRG.61059.1	chrC03	33133941-33135033	1092	u	1
BnaC03LNG0009200	BnaC03LNG0009200.1	MSTRG.61062.1	chrC03	33144941-33146927	1986	u	1
BnaC03LNG0009300	BnaC03LNG0009300.1	MSTRG.61081.1	chrC03	33291444-33291938	494	u	1
BnaC03LNG0009400	BnaC03LNG0009400.1	MSTRG.61119.1	chrC03	33590503-33590867	364	u	1
BnaC03LNG0009500	BnaC03LNG0009500.1	MSTRG.61159.1	chrC03	33909412-33909800	388	u	1
BnaC03LNG0009600	BnaC03LNG0009600.1	MSTRG.61160.1	chrC03	33910632-33914578	3946	u	1
BnaC03LNG0009700	BnaC03LNG0009700.1	MSTRG.61173.1	chrC03	34099858-34100262	404	u	1
BnaC03LNG0009800	BnaC03LNG0009800.1	MSTRG.61247.1	chrC03	34723501-34724046	545	u	1
BnaC03LNG0009900	BnaC03LNG0009900.1	MSTRG.61289.1	chrC03	35239899-35241524	1625	u	1
BnaC03LNG0010000	BnaC03LNG0010000.1	MSTRG.61294.1	chrC03	35252147-35253258	1111	u	1
BnaC03LNG0010100	BnaC03LNG0010100.1	MSTRG.61461.1	chrC03	36692569-36693676	1107	u	1
BnaC03LNG0010200	BnaC03LNG0010200.1	MSTRG.61525.1	chrC03	37516643-37517295	652	u	1
BnaC03LNG0010300	BnaC03LNG0010300.1	MSTRG.61524.1	chrC03	37519191-37519785	594	u	1
BnaC03LNG0010400	BnaC03LNG0010400.1	MSTRG.61573.1	chrC03	37910669-37911615	946	u	1
BnaC03LNG0010500	BnaC03LNG0010500.1	MSTRG.61667.1	chrC03	38974827-38975413	586	u	1
BnaC03LNG0010600	BnaC03LNG0010600.1	MSTRG.61703.1	chrC03	39602663-39603050	387	u	1
BnaC03LNG0010700	BnaC03LNG0010700.1	MSTRG.61737.1	chrC03	39880612-39881041	429	u	1
BnaC03LNG0010800	BnaC03LNG0010800.1	MSTRG.61804.1	chrC03	41189682-41191725	2043	u	1
BnaC03LNG0010900	BnaC03LNG0010900.1	MSTRG.61824.1	chrC03	41605143-41605486	343	u	1
BnaC03LNG0011000	BnaC03LNG0011000.1	MSTRG.61856.1	chrC03	42073802-42074753	951	u	1
BnaC03LNG0011100	BnaC03LNG0011100.1	MSTRG.61899.1	chrC03	42507461-42510157	2696	u	1
BnaC03LNG0011200	BnaC03LNG0011200.1	MSTRG.61951.1	chrC03	43283055-43283826	771	u	1
BnaC03LNG0011300	BnaC03LNG0011300.1	MSTRG.61971.1	chrC03	43594126-43595801	1675	u	1
BnaC03LNG0011400	BnaC03LNG0011400.1	MSTRG.62007.1	chrC03	44224137-44228793	4656	u	2
BnaC03LNG0011500	BnaC03LNG0011500.1	MSTRG.62068.1	chrC03	44810787-44811358	571	u	1
BnaC03LNG0011600	BnaC03LNG0011600.1	MSTRG.62192.1	chrC03	45966537-45968344	1807	u	1
BnaC03LNG0011700	BnaC03LNG0011700.1	MSTRG.62272.1	chrC03	46726418-46727187	769	u	1
BnaC03LNG0011800	BnaC03LNG0011800.1	MSTRG.62405.1	chrC03	47899880-47901094	1214	o	2
BnaC03LNG0011900	BnaC03LNG0011900.1	MSTRG.62506.1	chrC03	48912633-48913221	588	u	1
BnaC03LNG0012000	BnaC03LNG0012000.1	MSTRG.62536.1	chrC03	49142393-49142636	243	u	1
BnaC03LNG0012100	BnaC03LNG0012100.1	MSTRG.62539.1	chrC03	49150231-49152223	1992	u	1
BnaC03LNG0012200	BnaC03LNG0012200.1	MSTRG.62614.1	chrC03	49761389-49762147	758	u	1
BnaC03LNG0012300	BnaC03LNG0012300.1	MSTRG.62645.1	chrC03	50233615-50234548	933	u	1
BnaC03LNG0012400	BnaC03LNG0012400.1	MSTRG.62681.1	chrC03	50409763-50411285	1522	u	1
BnaC03LNG0012500	BnaC03LNG0012500.1	MSTRG.62828.1	chrC03	51792941-51794301	1360	u	1
BnaC03LNG0012600	BnaC03LNG0012600.1	MSTRG.62878.1	chrC03	52412948-52414230	1282	u	1
BnaC03LNG0012700	BnaC03LNG0012700.1	MSTRG.62942.1	chrC03	53062396-53067631	5235	u	1
BnaC03LNG0012800	BnaC03LNG0012800.1	MSTRG.62965.1	chrC03	53189219-53189528	309	u	1
BnaC03LNG0012900	BnaC03LNG0012900.1	MSTRG.63195.1	chrC03	55088279-55089000	721	u	1
BnaC03LNG0013000	BnaC03LNG0013000.1	MSTRG.63194.1	chrC03	55092710-55093441	731	u	1
BnaC03LNG0013100	BnaC03LNG0013100.1	MSTRG.63250.1	chrC03	55651678-55652439	761	u	1
BnaC03LNG0013200	BnaC03LNG0013200.1	MSTRG.63355.1	chrC03	56556973-56557663	690	u	1
BnaC03LNG0013300	BnaC03LNG0013300.1	MSTRG.63372.1	chrC03	56713761-56718520	4759	u	1
BnaC03LNG0013400	BnaC03LNG0013400.1	MSTRG.63448.1	chrC03	57265561-57266009	448	u	1
BnaC03LNG0013500	BnaC03LNG0013500.1	MSTRG.63478.1	chrC03	57422555-57423258	703	u	1
BnaC03LNG0013600	BnaC03LNG0013600.1	MSTRG.63494.1	chrC03	57648040-57649656	1616	u	1
BnaC03LNG0013700	BnaC03LNG0013700.1	MSTRG.63527.1	chrC03	57847970-57848248	278	u	1
BnaC03LNG0013800	BnaC03LNG0013800.1	MSTRG.63539.1	chrC03	58047408-58051119	3711	u	1
BnaC03LNG0013900	BnaC03LNG0013900.1	MSTRG.63569.1	chrC03	58195901-58196405	504	u	1
BnaC03LNG0014000	BnaC03LNG0014000.1	MSTRG.63591.1	chrC03	58396013-58397392	1379	u	1
BnaC03LNG0014100	BnaC03LNG0014100.1	MSTRG.63666.1	chrC03	58865504-58866440	936	u	1
BnaC03LNG0014200	BnaC03LNG0014200.1	MSTRG.63667.1	chrC03	58868296-58868813	517	u	1
BnaC03LNG0014300	BnaC03LNG0014300.1	MSTRG.63669.1	chrC03	58872702-58873899	1197	u	1
BnaC03LNG0014400	BnaC03LNG0014400.1	MSTRG.63786.1	chrC03	59650212-59650840	628	u	1
BnaC03LNG0014500	BnaC03LNG0014500.1	MSTRG.63791.1	chrC03	59680165-59681396	1231	u	1
BnaC03LNG0014600	BnaC03LNG0014600.1	MSTRG.63828.1	chrC03	59939180-59946099	6919	u	1
BnaC03LNG0014700	BnaC03LNG0014700.1	MSTRG.63882.1	chrC03	60509011-60510126	1115	u	1
BnaC03LNG0014800	BnaC03LNG0014800.1	MSTRG.63909.1	chrC03_random	102646-103716	1070	u	2
BnaC03LNG0014900	BnaC03LNG0014900.1	MSTRG.64009.1	chrC03_random	580546-581821	1275	u	1
BnaC03LNG0015000	BnaC03LNG0015000.1	MSTRG.64081.1	chrC03_random	1155772-1157693	1921	o	3
BnaC03LNG0015100	BnaC03LNG0015100.1	MSTRG.64212.1	chrC03_random	2257961-2260218	2257	u	1
BnaC03LNG0015200	BnaC03LNG0015200.1	MSTRG.64305.1	chrC03_random	2907372-2909405	2033	u	1
BnaC03LNG0015300	BnaC03LNG0015300.1	MSTRG.64348.1	chrC03_random	3540362-3540627	265	u	1
BnaC03LNG0015400	BnaC03LNG0015400.1	MSTRG.64570.1	chrC03_random	5420879-5422832	1953	u	1
BnaC04LNG0000100	BnaC04LNG0000100.1	MSTRG.64831.1	chrC04	674970-675420	450	u	1
BnaC04LNG0000200	BnaC04LNG0000200.1	MSTRG.64919.1	chrC04	1149823-1150612	789	u	1
BnaC04LNG0000300	BnaC04LNG0000300.1	MSTRG.65074.1	chrC04	2354977-2357077	2100	u	1
BnaC04LNG0000400	BnaC04LNG0000400.1	MSTRG.65115.1	chrC04	2769324-2769850	526	u	1
BnaC04LNG0000500	BnaC04LNG0000500.1	MSTRG.65128.1	chrC04	2864109-2865090	981	u	1
BnaC04LNG0000600	BnaC04LNG0000600.1	MSTRG.65132.1	chrC04	2874502-2875990	1488	u	1
BnaC04LNG0000700	BnaC04LNG0000700.1	MSTRG.65135.1	chrC04	2918803-2919279	476	u	1
BnaC04LNG0000800	BnaC04LNG0000800.1	MSTRG.65241.1	chrC04	3683811-3684150	339	u	1
BnaC04LNG0000900	BnaC04LNG0000900.1	MSTRG.65332.1	chrC04	4402754-4403223	469	u	1
BnaC04LNG0001000	BnaC04LNG0001000.1	MSTRG.65687.1	chrC04	7266228-7268341	2113	u	1
BnaC04LNG0001100	BnaC04LNG0001100.1	MSTRG.65743.1	chrC04	7804840-7807296	2456	x	2
BnaC04LNG0001200	BnaC04LNG0001200.1	MSTRG.66063.1	chrC04	10555224-10555807	583	u	1
BnaC04LNG0001300	BnaC04LNG0001300.1	MSTRG.66118.1	chrC04	11039979-11041323	1344	u	1
BnaC04LNG0001400	BnaC04LNG0001400.1	MSTRG.66133.1	chrC04	11137077-11137893	816	u	1
BnaC04LNG0001500	BnaC04LNG0001500.1	MSTRG.66158.1	chrC04	11346690-11349554	2864	u	1
BnaC04LNG0001600	BnaC04LNG0001600.1	MSTRG.66159.1	chrC04	11350035-11351178	1143	u	1
BnaC04LNG0001700	BnaC04LNG0001700.1	MSTRG.66164.1	chrC04	11366569-11366940	371	u	1
BnaC04LNG0001800	BnaC04LNG0001800.1	MSTRG.66295.1	chrC04	12408367-12408611	244	u	1
BnaC04LNG0001900	BnaC04LNG0001900.1	MSTRG.66296.1	chrC04	12408822-12409169	347	u	1
BnaC04LNG0002000	BnaC04LNG0002000.1	MSTRG.66297.1	chrC04	12413622-12427019	13397	u	1
BnaC04LNG0002100	BnaC04LNG0002100.1	MSTRG.66370.1	chrC04	13133735-13134140	405	u	1
BnaC04LNG0002200	BnaC04LNG0002200.1	MSTRG.66396.1	chrC04	13283345-13284230	885	u	1
BnaC04LNG0002300	BnaC04LNG0002300.1	MSTRG.66401.1	chrC04	13297723-13298145	422	u	1
BnaC04LNG0002400	BnaC04LNG0002400.1	MSTRG.66417.1	chrC04	13461911-13463023	1112	u	1
BnaC04LNG0002500	BnaC04LNG0002500.1	MSTRG.66509.1	chrC04	14282968-14283205	237	u	1
BnaC04LNG0002600	BnaC04LNG0002600.1	MSTRG.66512.1	chrC04	14290840-14291657	817	u	1
BnaC04LNG0002700	BnaC04LNG0002700.1	MSTRG.66550.1	chrC04	14579201-14579795	594	u	1
BnaC04LNG0002800	BnaC04LNG0002800.1	MSTRG.66641.1	chrC04	15286833-15287902	1069	u	1
BnaC04LNG0002900	BnaC04LNG0002900.1	MSTRG.66689.1	chrC04	15846363-15846869	506	u	1
BnaC04LNG0003000	BnaC04LNG0003000.1	MSTRG.66691.1	chrC04	15856579-15858562	1983	u	1
BnaC04LNG0003100	BnaC04LNG0003100.1	MSTRG.66694.1	chrC04	15865136-15867640	2504	u	1
BnaC04LNG0003200	BnaC04LNG0003200.1	MSTRG.66706.1	chrC04	16010166-16010497	331	u	1
BnaC04LNG0003300	BnaC04LNG0003300.1	MSTRG.66717.1	chrC04	16126651-16131341	4690	u	1
BnaC04LNG0003400	BnaC04LNG0003400.1	MSTRG.66800.1	chrC04	17179719-17180753	1034	u	1
BnaC04LNG0003500	BnaC04LNG0003500.1	MSTRG.66896.1	chrC04	18565043-18566692	1649	i	1
BnaC04LNG0003600	BnaC04LNG0003600.1	MSTRG.66977.1	chrC04	19909260-19916178	6918	u	1
BnaC04LNG0003700	BnaC04LNG0003700.1	MSTRG.66994.1	chrC04	20059983-20061243	1260	o	3
BnaC04LNG0003800	BnaC04LNG0003800.1	MSTRG.67092.1	chrC04	20985341-20986858	1517	u	1
BnaC04LNG0003900	BnaC04LNG0003900.1	MSTRG.67129.1	chrC04	21304935-21306109	1174	u	1
BnaC04LNG0004000	BnaC04LNG0004000.1	MSTRG.67297.1	chrC04	22359520-22360601	1081	u	1
BnaC04LNG0004100	BnaC04LNG0004100.1	MSTRG.67420.1	chrC04	23364554-23365933	1379	o	2
BnaC04LNG0004200	BnaC04LNG0004200.1	MSTRG.67513.1	chrC04	24397903-24398197	294	u	1
BnaC04LNG0004300	BnaC04LNG0004300.1	MSTRG.67712.1	chrC04	25920127-25921492	1365	u	1
BnaC04LNG0004400	BnaC04LNG0004400.1	MSTRG.67963.1	chrC04	29132991-29133296	305	u	1
BnaC04LNG0004500	BnaC04LNG0004500.1	MSTRG.67964.1	chrC04	29137455-29138803	1348	u	1
BnaC04LNG0004600	BnaC04LNG0004600.1	MSTRG.67965.1	chrC04	29143316-29143792	476	u	1
BnaC04LNG0004700	BnaC04LNG0004700.1	MSTRG.67995.1	chrC04	29296546-29299374	2828	u	1
BnaC04LNG0004800	BnaC04LNG0004800.1	MSTRG.68011.1	chrC04	29495075-29495775	700	u	1
BnaC04LNG0004900	BnaC04LNG0004900.1	MSTRG.68023.1	chrC04	29521295-29521884	589	u	1
BnaC04LNG0005000	BnaC04LNG0005000.1	MSTRG.68124.1	chrC04	30240464-30247967	7503	u	1
BnaC04LNG0005100	BnaC04LNG0005100.1	MSTRG.68337.1	chrC04	32197950-32198751	801	u	1
BnaC04LNG0005200	BnaC04LNG0005200.1	MSTRG.68366.1	chrC04	32353572-32353858	286	u	1
BnaC04LNG0005300	BnaC04LNG0005300.1	MSTRG.68514.1	chrC04	33464586-33466494	1908	u	1
BnaC04LNG0005400	BnaC04LNG0005400.1	MSTRG.68598.1	chrC04	34326647-34327549	902	u	1
BnaC04LNG0005500	BnaC04LNG0005500.1	MSTRG.68687.1	chrC04	34954728-34956597	1869	u	1
BnaC04LNG0005600	BnaC04LNG0005600.1	MSTRG.68786.1	chrC04	35771955-35773599	1644	u	1
BnaC04LNG0005700	BnaC04LNG0005700.1	MSTRG.68795.1	chrC04	35837701-35838268	567	u	1
BnaC04LNG0005800	BnaC04LNG0005800.1	MSTRG.68821.1	chrC04	36115927-36119227	3300	u	2
BnaC04LNG0005900	BnaC04LNG0005900.1	MSTRG.68859.1	chrC04	36406424-36407220	796	o	2
BnaC04LNG0006000	BnaC04LNG0006000.1	MSTRG.68925.1	chrC04	36846919-36847798	879	u	1
BnaC04LNG0006100	BnaC04LNG0006100.1	MSTRG.68937.1	chrC04	36884049-36885180	1131	u	1
BnaC04LNG0006200	BnaC04LNG0006200.1	MSTRG.68962.1	chrC04	37037375-37038213	838	u	1
BnaC04LNG0006300	BnaC04LNG0006300.1	MSTRG.69016.1	chrC04	37267817-37268343	526	u	1
BnaC04LNG0006400	BnaC04LNG0006400.1	MSTRG.69064.1	chrC04	37619828-37620208	380	u	1
BnaC04LNG0006500	BnaC04LNG0006500.1	MSTRG.69066.1	chrC04	37627562-37628911	1349	o	3
BnaC04LNG0006600	BnaC04LNG0006600.1	MSTRG.69297.1	chrC04	39452265-39453765	1500	u	1
BnaC04LNG0006700	BnaC04LNG0006700.1	MSTRG.69538.1	chrC04	41103699-41104188	489	u	1
BnaC04LNG0006800	BnaC04LNG0006800.1	MSTRG.69613.1	chrC04	41650922-41653678	2756	u	1
BnaC04LNG0006900	BnaC04LNG0006900.1	MSTRG.69617.1	chrC04	41701110-41701409	299	u	1
BnaC04LNG0007000	BnaC04LNG0007000.1	MSTRG.69647.1	chrC04	41936926-41938577	1651	u	1
BnaC04LNG0007100	BnaC04LNG0007100.1	MSTRG.69717.1	chrC04	42612932-42613307	375	u	1
BnaC04LNG0007200	BnaC04LNG0007200.1	MSTRG.69720.1	chrC04	42632839-42634956	2117	o	2
BnaC04LNG0007300	BnaC04LNG0007300.1	MSTRG.69787.1	chrC04	43057947-43058402	455	u	1
BnaC04LNG0007400	BnaC04LNG0007400.1	MSTRG.69954.1	chrC04	44396138-44396969	831	u	1
BnaC04LNG0007500	BnaC04LNG0007500.1	MSTRG.69985.1	chrC04	44629249-44630616	1367	u	1
