Query	Length_Query	Target	Length_Target	dG	ndG	Start_Position_Query	End_Position_Query	Start_Position_Target	End_Position_Target
BnaCnnLNG0010200	 506	BnaCnng56580D	 126	-8.34	 -0.1030	358	483	1	126
BnaCnnLNG0010300	 1009	BnaCnng56580D	 126	-13.24	 -0.1719	189	314	1	126
BnaCnnLNG0011100	 1480	BnaCnng57450D	 264	-23.23	 -0.1023	137	400	1	264
BnaCnnLNG0011100	 1480	BnaCnng57470D	 261	-23.99	 -0.1340	452	712	1	261
BnaCnnLNG0011400	 2304	BnaCnng58570D	 312	-29.10	 -0.1271	1971	2282	1	312
BnaCnnLNG0011500	 718	BnaCnng58620D	 492	-21.51	 -0.1304	532	718	1	187
BnaCnnLNG0011500	 718	BnaCnng58680D	 84	-7.10	 -0.1224	577	660	1	84
BnaCnnLNG0011600	 2573	BnaCnng58680D	 84	-12.18	 -0.1668	1261	1344	1	84
BnaCnnLNG0012100	 547	BnaCnng64750D	 39	-5.37	 -0.1790	445	483	1	39
BnaCnnLNG0012200	 515	BnaCnng65540D	 87	-9.37	 -0.1320	11	97	1	87
BnaCnnLNG0012800	 777	BnaCnng69310D	 222	-20.61	 -0.1046	320	541	1	222
BnaCnnLNG0012800	 777	BnaCnng69320D	 120	-10.86	 -0.1448	505	624	1	120
BnaCnnLNG0013300	 1428	BnaCnng71240D	 114	-12.55	 -0.1364	514	627	1	114
BnaCnnLNG0013300	 1428	BnaCnng71260D	 99	-10.52	 -0.1156	793	891	1	99
BnaCnnLNG0013600	 203	BnaCnng73380D	 1434	-22.17	 -0.1246	1	203	397	599
BnaCnnLNG0014000	 1296	BnaCnng75830D	 213	-10.65	 -0.2731	1249	1296	1	48
BnaCnnLNG0014000	 1296	BnaCnng75880D	 78	-11.90	 -0.2333	115	192	1	78
BnaCnnLNG0014200	 356	BnaCnng76510D	 102	-4.52	 -0.1412	306	356	1	51
BnaCnnLNG0014300	 1112	BnaCnng77050D	 297	-10.67	 -0.2134	1	79	219	297
BnaCnnLNG0014800	 3119	BnaUnng02020D	 84	-8.57	 -0.1617	2442	2525	1	84
BnaCnnLNG0014800	 3119	BnaUnng02040D	 213	-18.54	 -0.1117	2849	3061	1	213
BnaCnnLNG0015200	 503	BnaUnng03200D	 291	-11.46	 -0.1415	391	503	1	113
BnaCnnLNG0015200	 503	BnaUnng03210D	 414	-9.72	 -0.1473	378	503	1	126
BnaCnnLNG0016000	 1276	BnaUnng04590D	 249	-14.94	 -0.1158	1105	1276	1	172
BnaCnnLNG0016000	 1276	BnaUnng04620D	 153	-14.09	 -0.1118	33	185	1	153
BnaCnnLNG0016000	 1276	BnaUnng04650D	 153	-17.22	 -0.1179	400	552	1	153
